C0031test1234,chrom,pos,strand,C0033test1234,C0035test1234,C0037test1234
,1,4197,f,,,
,1,4242,f,,,
,1,4254,f,,,
0.0,1,4424,r,0.0,0.0,0.0
0.0,1,4463,r,0.0,0.0,0.0
0.0,1,4502,r,0.0,0.0,0.0
0.0,1,4528,r,0.0,0.0,0.0
0.0,1,4631,r,,0.0,0.0
0.0,1,4642,r,0.0,0.0,0.0
1.96643,1,4657,r,1.41421,1.41421,0.0
2.5766299999999998,1,4766,r,1.41421,1.41421,0.0
,1,4471,f,,,
,1,4528,f,,,
,1,4565,f,,,
,1,4697,f,,,
2.06344,1,4776,r,2.07539,0.0,0.0
2.0533,1,4780,r,2.05966,0.0,0.0
1.41421,1,4807,r,1.97041,0.0,0.0
0.0,1,4810,r,3.0013,0.0,0.0
0.0,1,4813,r,2.47812,0.0,1.41421
0.0,1,4859,r,2.48028,0.0,1.41421
0.0,1,4869,r,1.41421,0.0,1.41421
0.0,1,4879,r,0.0,0.0,0.0
,1,4717,f,,,
,1,4723,f,,,
1.41421,1,4866,f,0.0,1.41421,0.0
1.41421,1,4869,f,0.0,1.41421,0.0
0.0,1,5070,r,,0.0,
0.0,1,5100,r,0.0,0.0,0.0
0.0,1,5135,r,0.0,0.0,0.0
0.0,1,5152,r,0.0,0.0,0.0
0.0,1,5163,r,0.0,0.0,
1.41421,1,5193,r,1.41421,0.0,1.41421
1.41421,1,5229,r,1.41421,0.0,1.41421
2.00904,1,5272,r,1.41421,0.0,1.41421
3.4706300000000003,1,5278,r,1.41421,0.0,2.0783400000000003
2.9350400000000003,1,5291,r,0.0,1.41421,2.0783400000000003
3.3025,1,5299,r,0.0,3.31244,2.53536
2.13286,1,5308,r,0.0,3.31244,2.54182
0.0,1,5311,r,0.0,0.0,0.0
0.0,1,5316,r,0.0,2.00433,
0.0,1,5420,r,1.41421,2.00904,0.0
0.0,1,5431,r,1.41421,3.3862699999999997,0.0
0.0,1,5450,r,0.0,2.01418,0.0
0.0,1,5458,r,0.0,1.41421,0.0
,1,5464,f,,,
,1,5487,f,,,
,1,5514,f,,,
0.0,1,5599,f,0.0,0.0,1.41421
,1,5640,f,,,
0.0,1,5464,r,0.0,0.0,0.0
0.0,1,5478,r,,0.0,0.0
,1,5714,f,,,
,1,5719,f,,,
,1,5848,f,,,
,1,6011,f,,,
,1,6226,r,,,
,1,6253,r,,,
0.0,1,6350,r,0.0,,0.0
1.41421,1,6389,r,1.41421,0.0,0.0
2.04704,1,6435,r,1.95406,0.0,0.0
2.04596,1,6445,r,1.95406,0.0,0.0
2.0533,1,6453,r,3.63504,0.0,0.0
1.79423,1,6465,r,2.54645,1.41421,0.0
1.41421,1,6492,r,1.41421,1.41421,0.0
1.41421,1,6504,r,0.0,1.41421,0.0
1.41421,1,6549,r,0.0,1.41421,0.0
0.0,1,6565,r,0.0,0.0,1.41421
2.68328,1,6451,f,2.59973,1.41421,
6.0,1,6472,f,3.8430800000000014,2.0,
,1,6501,f,,,
,1,6511,f,,,
,1,6519,f,,,
0.0,1,6682,f,0.0,0.0,0.0
0.0,1,6685,f,0.0,0.0,0.0
0.0,1,6691,f,0.0,0.0,0.0
0.0,1,6625,r,0.0,0.0,1.41421
,1,6658,r,,,
,1,6663,r,,,
,1,6682,r,,,
,1,6905,r,0.0,0.0,
2.07539,1,6947,r,0.0,0.0,2.94372
2.49769,1,6983,r,0.0,0.0,2.9311700000000003
3.75958,1,7019,r,0.0,0.0,2.9350400000000003
2.59314,1,7021,r,1.41421,0.0,1.41421
2.12086,1,7029,r,1.41421,0.0,0.0
0.0,1,7036,r,0.0,0.0,0.0
,1,7041,r,0.0,,
,1,7089,r,,,
1.41421,1,7372,r,0.0,0.0,
,1,7391,r,,,
,1,7395,r,,,
,1,7453,r,,,
2.08153,1,7580,r,2.61531,2.61806,1.41421
1.41421,1,7594,r,2.50403,2.0849900000000003,1.41421
2.06774,1,7600,r,3.25257,2.07539,1.41421
1.41421,1,7618,r,3.26078,2.07539,1.41421
,1,7621,r,,1.41421,1.41421
,1,7627,r,0.0,1.41421,
,1,7661,r,1.41421,1.41421,0.0
2.07539,1,7783,r,1.41421,1.41421,0.0
1.41421,1,7795,r,2.35109,0.0,0.0
0.0,1,7824,r,2.48149,0.0,0.0
0.0,1,7828,r,1.41421,0.0,0.0
1.41421,1,7852,r,0.0,0.0,0.0
,1,7869,r,,,
,1,7897,r,,,
,1,7901,r,,,
,1,7962,r,,,
1.41421,1,8571,r,0.0,0.0,0.0
2.06344,1,8643,r,0.0,0.0,1.41421
2.21665,1,8659,r,1.41421,1.41421,1.87366
1.9406599999999998,1,8662,r,1.41421,1.41421,2.04909
1.87937,1,8668,r,1.91273,1.41421,1.41421
1.41421,1,8719,r,2.42006,1.41421,1.41421
0.0,1,8740,r,2.08875,0.0,0.0
1.41421,1,8763,r,2.80976,0.0,0.0
1.41421,1,8775,r,2.12086,0.0,0.0
,1,9541,r,,,
0.0,1,9700,r,0.0,0.0,1.41421
0.0,1,9704,r,0.0,0.0,0.0
0.0,1,9726,r,1.41421,0.0,0.0
0.0,1,9752,r,1.41421,0.0,0.0
2.0,2,1005,f,0.0,0.0,0.0
2.0,2,1008,f,2.12086,2.91397,1.41421
2.9731799999999997,2,1017,f,2.10235,3.52325,2.10235
4.04363,2,1020,f,2.07011,3.89698,1.98888
3.78798,2,1029,f,2.16169,2.77445,3.69691
3.42901,2,1038,f,2.51183,2.92502,3.30295
2.65365,2,1049,f,2.57269,3.04208,2.69271
2.7697599999999998,2,1063,f,3.78871,4.36395,3.99812
3.5975800000000002,2,1080,f,4.49831,4.16951,5.1002800000000015
4.21516,2,1084,f,4.53355,5.3976,5.7606199999999985
5.05546,2,1090,f,5.64311,5.81352,6.960489999999999
6.0730699999999995,2,1098,f,6.85405,7.2038800000000025,7.70017
7.1144,2,1101,f,10.55239,9.01697,8.56615
5.10168,2,1110,f,7.57483,7.570010000000001,6.8574
5.4909099999999995,2,1121,f,7.05457,6.2778199999999975,6.4905300000000015
5.44946,2,1132,f,4.05341,5.40172,4.6683
5.00865,2,1149,f,4.06065,6.12871,3.99926
4.61369,2,1152,f,3.5620199999999995,4.9954800000000015,3.84821
4.15143,2,1156,f,3.14571,4.75789,4.87619
3.1733700000000002,2,1162,f,3.11952,3.60245,4.89013
,2,9827,r,,,
,2,9883,r,,,
,2,9954,r,,,
,2,1020,r,1.41421,,
3.2948199999999996,2,1170,f,3.42127,3.988,4.74972
3.78191,2,1173,f,3.59453,3.6875699999999996,5.07207
3.2692099999999997,2,1182,f,3.809180000000001,3.70275,4.4859300000000015
2.62063,2,1185,f,4.13687,3.6842300000000003,4.6715800000000005
2.3776900000000003,2,1194,f,3.65913,2.95692,3.78914
2.9192400000000003,2,1203,f,4.04707,4.42397,3.77171
3.67006,2,1214,f,4.81067,5.18815,4.12411
6.40803,2,1228,f,5.27264,5.32731,4.70522
4.81324,2,1234,f,4.09226,4.3478,5.07963
5.0799900000000004,2,1245,f,5.22664,4.62816,4.35478
5.1262,2,1262,f,6.00783,5.72661,4.97046
5.79881,2,1265,f,6.21501,5.4054,6.20608
5.2072199999999995,2,1269,f,6.4181,4.64927,4.68071
5.43792,2,1275,f,6.13274,4.75514,4.90301
7.33443,2,1283,f,7.44229,5.6783,5.90913
7.6782,2,1286,f,7.94931,5.20535,7.35725
5.43302,2,1295,f,5.95281,5.4042,6.32839
5.8689599999999995,2,1306,f,6.43241,5.26613,4.78388
5.03504,2,1317,f,5.0803,5.5038,5.041919999999998
5.08702,2,1334,f,4.89647,5.28489,5.87406
4.3166,2,1337,f,4.48605,4.839519999999999,5.00657
4.32123,2,1341,f,4.90846,4.8746599999999995,4.37906
2.89911,2,1347,f,4.40263,4.26828,3.1043
3.21,2,1355,f,4.05616,4.12876,2.93329
,2,1027,r,,,
,2,1049,r,,,
,2,1185,r,,,
,2,1214,r,,,
3.06897,2,1358,f,3.61186,4.77658,3.65523
2.76487,2,1367,f,3.74054,5.57302,3.61563
3.50558,2,1370,f,4.09296,4.91386,4.47326
3.1159,2,1379,f,4.2413300000000005,4.79678,3.56806
4.14386,2,1388,f,4.12001,5.2453,4.1612
3.77441,2,1399,f,4.01484,4.00726,5.27405
4.65961,2,1413,f,4.02845,3.67403,5.09051
4.8045300000000015,2,1419,f,4.85428,4.30026,4.73625
5.21816,2,1430,f,4.2449900000000005,5.01884,5.21465
5.66378,2,1447,f,3.91382,5.51773,5.1245
5.70486,2,1450,f,5.57618,5.52462,5.95756
6.4196599999999995,2,1460,f,6.08694,5.93722,5.89582
6.209169999999999,2,1471,f,7.40574,5.80389,6.75415
7.44274,2,1475,f,6.58194,6.49573,6.29528
5.89318,2,1481,f,5.7194699999999985,6.19158,5.60493
4.74425,2,1489,f,3.86902,5.37311,5.50464
4.61599,2,1492,f,3.9754,4.59384,4.28174
5.58772,2,1501,f,3.94158,4.53193,4.67159
3.9854,2,1505,f,3.76844,5.4493800000000014,4.5033
4.21444,2,1513,f,5.03431,5.43276,4.53769
,2,1294,r,,,
,2,1370,r,,,
,2,1399,r,,1.41421,0.0
,2,1504,r,,,
,2,1531,r,,,
0.0,2,1564,r,0.0,0.0,0.0
0.0,2,1625,r,0.0,1.41421,0.0
1.41421,2,1636,r,,,
2.23263,2,1645,r,,,
,2,1695,r,,,
4.12082,2,1756,r,3.2,,3.0879
,2,1760,r,,,
,2,1532,f,,,
,2,1543,f,,,
,2,1578,f,,,
,2,1640,f,,,
,2,1667,f,,,
6.3261199999999995,2,1805,f,8.26149,6.256959999999999,7.842289999999998
5.01315,2,1903,f,6.57992,6.0168300000000015,7.34681
4.537059999999999,2,1921,f,5.08766,4.82634,5.58493
4.63961,2,1926,f,6.24509,4.83761,5.34964
4.476369999999998,2,1939,f,5.09097,4.9524300000000006,4.90304
4.42724,2,1943,f,4.12999,5.55201,4.75938
4.9053,2,1956,f,4.08032,4.76012,4.88001
2.51896,2,1802,r,2.0279700000000003,3.1101400000000003,2.39873
2.79983,2,1840,r,2.73709,4.49108,2.35983
2.40787,2,1856,r,2.75468,4.23051,2.90625
,2,1864,r,,,
4.820209999999999,2,1963,f,3.82437,5.2668099999999995,4.97361
4.6682,2,1968,f,4.38606,4.4967,4.80311
3.7637699999999996,2,1979,f,4.0761,3.82471,4.44097
3.75915,2,1983,f,4.16181,3.6732099999999996,4.28319
3.87625,2,1987,f,4.45535,3.62598,4.38888
3.7030800000000004,2,1991,f,4.66461,3.54969,4.10153
3.6385699999999996,2,1994,f,4.0902,3.7130300000000003,3.79407
3.5545400000000003,2,2003,f,3.90879,3.9323,3.92579
1.41421,2,1898,r,1.41421,0.0,0.0
1.93592,2,1939,r,2.40014,0.0,2.03199
1.94205,2,1990,r,3.18627,0.0,2.54276
2.50235,2,1993,r,2.49696,2.03669,2.54841
3.82634,2,2006,f,3.93732,3.9813699999999996,4.11123
3.7650300000000003,2,2019,f,4.3268,4.0037199999999995,4.1517300000000015
4.2485800000000005,2,2022,f,4.1817,4.3383,4.0544699999999985
4.74044,2,2031,f,4.99043,4.76651,5.118
2.47326,2,2005,r,2.40404,1.93652,2.40308
2.39115,2,2022,r,2.031,1.41421,2.39766
1.9331900000000002,2,2034,r,2.02836,1.41421,2.21651
2.23738,2,2049,r,2.03477,1.41421,1.94205
4.62825,2,2034,f,5.98128,5.0490699999999995,6.01265
5.74316,2,2038,f,6.95073,5.27382,6.7321300000000015
6.40105,2,2057,f,5.71019,5.6658599999999995,4.95399
6.0876800000000015,2,2077,f,5.25469,5.1938,5.13407
1.97563,2,2070,r,2.02162,1.92498,1.92468
2.37311,2,2112,r,1.41421,1.9252900000000002,2.02139
2.1986,2,2116,r,1.41421,2.0218599999999998,2.02186
1.81752,2,2121,r,1.41421,2.02116,1.41421
6.52844,2,2096,f,5.78874,5.77407,5.34511
6.35026,2,2099,f,5.1696300000000015,6.08663,5.88
5.16352,2,2121,f,5.1445,5.72686,6.17133
4.71741,2,2142,f,4.34687,4.66901,4.6271
1.82214,2,2127,r,0.0,0.0,1.41421
1.7478099999999999,2,2130,r,0.0,0.0,1.41421
1.41421,2,2147,r,0.0,0.0,1.41421
1.41421,2,2158,r,0.0,0.0,1.41421
5.13566,2,2147,f,5.26175,4.51817,4.77958
4.87021,2,2158,f,4.93724,4.71555,4.15747
6.2693,2,2161,f,5.2641,5.40815,4.64113
6.20481,2,2175,f,5.9874800000000015,5.70217,5.10986
0.0,2,2161,r,0.0,1.41421,2.54052
1.41421,2,2189,r,1.41421,2.0242400000000003,2.45872
1.41421,2,2209,r,1.41421,1.41421,1.41421
1.41421,2,2217,r,1.41421,1.41421,1.41421
5.21021,2,2196,f,6.80503,4.4722599999999995,5.43601
4.86411,2,2218,f,5.99166,4.381069999999999,5.1691
4.54502,2,2231,f,5.81547,4.04156,4.8704800000000015
4.576919999999999,2,2240,f,5.21018,4.7647900000000005,5.02415
0.0,2,2231,r,1.41421,1.41421,0.0
1.41421,2,2240,r,0.0,0.0,0.0
1.41421,2,2246,r,1.41421,0.0,0.0
1.41421,2,2266,r,1.41421,0.0,0.0
5.32451,2,2261,f,5.5732599999999985,5.51925,4.9392
5.5080599999999995,2,2277,f,5.27502,4.402819999999998,4.13258
5.4269099999999995,2,2293,f,5.20723,4.13054,4.6759
4.58597,2,2306,f,5.39642,4.0511300000000015,4.6508699999999985
0.0,2,2277,r,1.41421,0.0,0.0
0.0,2,2295,r,0.0,0.0,0.0
0.0,2,2323,r,0.0,0.0,2.02515
0.0,2,2341,r,1.41421,1.41421,2.38191
4.00155,2,2319,f,4.6406,4.32489,4.8375
4.76281,2,2336,f,4.95341,4.86578,5.2815400000000015
4.71775,2,2339,f,5.81842,4.88936,5.89016
4.67462,2,2342,f,7.41207,5.02682,5.87387
0.0,2,2355,r,2.0,1.41421,2.50612
0.0,2,2364,r,1.41421,1.41421,2.0261400000000003
0.0,2,2370,r,1.41421,1.41421,1.41421
1.41421,2,2390,r,1.51188,1.41421,1.41421
3.95793,2,2355,f,6.09016,4.95413,5.1460599999999985
4.07958,2,2391,f,5.06994,4.27524,4.04514
3.71231,2,2402,f,4.73303,3.9119300000000004,3.65045
3.48624,2,2411,f,4.50061,3.7595400000000003,3.63741
1.41421,2,2402,r,1.41421,1.41421,1.41421
1.41421,2,2418,r,1.41421,1.41421,1.41421
1.41421,2,2420,r,1.41421,1.41421,1.52406
1.41421,2,2447,r,0.0,0.0,1.41421
4.37402,2,2418,f,4.24224,3.6743300000000003,4.3651
4.71561,2,2422,f,4.16226,4.07795,4.38779
5.21831,2,2430,f,4.78916,3.7946699999999995,5.607480000000002
5.49782,2,2450,f,5.42128,4.87981,6.77198
1.41421,2,2462,r,1.41421,1.41421,1.41421
1.41421,2,2477,r,1.41421,1.41421,1.41421
1.41421,2,2481,r,1.41421,0.0,0.0
1.41421,2,2494,r,0.0,0.0,0.0
6.01989,2,2460,f,6.01901,6.12782,6.36385
7.04522,2,2477,f,5.99782,5.63894,5.78752
6.29522,2,2484,f,4.9614400000000005,5.27275,4.96615
5.93529,2,2502,f,4.57702,5.65222,4.34844
1.41421,2,2504,r,0.0,0.0,0.0
1.41421,2,2510,r,0.0,1.92955,0.0
1.41421,2,2526,r,0.0,2.02285,1.41421
0.0,2,2542,r,0.0,1.41421,1.41421
5.36348,2,2516,f,5.4629699999999985,5.1185800000000015,4.98623
5.48877,2,2526,f,6.19725,5.230180000000002,5.32863
4.20562,2,2540,f,6.626710000000001,5.38941,4.6249
5.59355,2,2553,f,7.026,6.19954,6.0742
5.28955,2,2563,f,8.41,7.221260000000001,6.34218
5.00928,2,2579,f,7.32607,6.22976,7.92841
4.6615400000000005,2,2591,f,5.40815,5.41357,6.38866
4.00321,2,2600,f,6.26459,5.27495,5.75352
0.0,2,2550,r,0.0,1.6954099999999999,1.7443
0.0,2,2563,r,0.0,1.41421,1.8253
1.41421,2,2566,r,0.0,1.56789,1.92875
2.05061,2,2591,r,0.0,1.41421,1.41421
5.00558,2,2620,f,4.73452,4.2562,5.9166
3.4575,2,2623,f,3.98391,3.09829,4.68076
4.37622,2,2640,f,4.13818,3.5118199999999997,4.82281
4.49351,2,2661,f,3.74577,4.18431,6.1232
4.50352,2,2676,f,4.21968,4.468380000000002,5.262569999999998
5.1315,2,2681,f,4.1955300000000015,4.3163300000000016,4.93546
4.94981,2,2718,f,4.441319999999998,5.33175,5.35436
5.32275,2,2726,f,4.75357,6.0692900000000005,4.99307
1.41421,2,2607,r,1.41421,1.41421,1.41421
1.41421,2,2671,r,1.41421,1.91198,1.41421
2.02285,2,2696,r,0.0,2.52567,2.02312
2.50244,2,2721,r,0.0,2.45813,2.87479
2.031,2,2732,r,0.0,1.41421,2.0
2.38475,2,2736,r,2.0242400000000003,1.7503400000000002,2.89616
2.02285,2,2772,r,2.02234,2.0221,2.92321
0.0,2,2787,r,1.41421,2.02395,2.02395
5.685,2,2733,f,5.32626,6.37363,6.9951
6.077459999999999,2,2750,f,5.40782,5.267869999999999,6.75252
6.81295,2,2770,f,4.99622,5.66222,7.454089999999999
6.28076,2,2787,f,5.54615,5.72543,7.69422
0.0,2,2791,r,0.0,2.02339,1.41421
1.41421,2,2804,r,0.0,2.37455,1.41421
1.41421,2,2814,r,0.0,2.0242400000000003,0.0
1.41421,2,2820,r,1.41421,1.41421,0.0
5.89794,2,2794,f,6.12051,5.31607,6.63133
5.83514,2,2812,f,5.35665,6.12702,5.46394
6.1954199999999995,2,2826,f,4.95832,4.73094,4.75404
5.48265,2,2836,f,4.30278,4.28111,5.5805099999999985
1.41421,2,2836,r,1.41421,1.9252900000000002,0.0
1.41421,2,2852,r,1.41421,1.41421,0.0
2.0226,2,2860,r,1.41421,1.41421,1.41421
1.41421,2,2873,r,0.0,1.41421,1.41421
6.4195,2,2850,f,5.10176,4.67917,5.21996
5.29565,2,2863,f,4.99678,4.62317,4.82268
4.84796,2,2873,f,4.60953,4.15315,5.25591
5.37841,2,2889,f,5.30215,4.75436,5.53454
6.0384,2,2894,f,5.8120699999999985,5.96729,6.24627
6.5887600000000015,2,2910,f,5.64566,6.14909,5.85551
6.12142,2,2930,f,6.678260000000001,5.38978,5.6051199999999985
6.12737,2,2950,f,5.71007,4.96886,4.8841800000000015
1.41421,2,2876,r,0.0,1.41421,1.41421
0.0,2,2901,r,0.0,1.41421,0.0
1.41421,2,2917,r,1.41421,1.41421,1.41421
1.62086,2,2981,r,1.41421,1.60274,1.41421
6.28925,2,2971,f,5.95565,4.33361,3.96369
5.878909999999999,2,2986,f,6.85123,5.0347,4.24366
5.42299,2,2991,f,5.59265,5.11353,4.47178
5.35584,2,3028,f,5.4301,5.4786,5.05632
2.45939,2,3006,r,1.41421,1.41421,0.0
2.45915,2,3031,r,1.41421,1.41421,0.0
1.41421,2,3042,r,0.0,0.0,0.0
2.1878599999999997,2,3046,r,1.41421,1.9322,1.41421
6.776510000000001,2,3036,f,5.84095,5.67974,6.24329
6.4263900000000005,2,3043,f,6.72777,5.63319,6.866739999999999
7.0994699999999975,2,3060,f,6.36494,6.11594,7.805239999999999
7.09658,2,3080,f,5.6454900000000015,6.01299,7.689
2.0,2,3082,r,2.45927,1.92799,1.81948
2.4828099999999997,2,3097,r,2.32486,1.41421,2.32389
3.27411,2,3101,r,2.90226,1.92955,2.02395
2.51573,2,3114,r,2.45265,1.41421,2.02367
6.8822399999999995,2,3097,f,7.04948,5.48651,7.826589999999999
8.02557,2,3104,f,7.0663199999999975,4.92296,7.04511
6.40832,2,3122,f,5.5045199999999985,4.56325,5.80307
4.5749699999999995,2,3136,f,4.09532,3.88467,4.631869999999998
2.41107,2,3124,r,2.39873,1.41421,2.51996
2.74593,2,3130,r,2.3867700000000003,1.41421,2.05192
2.75468,2,3149,r,2.51996,1.41421,1.41421
2.03477,2,3151,r,2.51996,1.41421,1.82854
5.1109300000000015,2,3147,f,4.73905,5.01714,4.49263
6.06681,2,3149,f,6.37742,6.05285,4.73033
6.53229,2,3157,f,6.8517100000000015,6.93544,6.41557
5.93337,2,3174,f,6.25741,7.664039999999999,7.5296
4.59401,2,3178,f,7.435219999999997,7.15132,6.53232
4.63051,2,3197,f,5.78457,5.0189900000000005,6.5435300000000005
5.94878,2,3206,f,5.4804,5.41297,5.63291
6.24008,2,3223,f,4.99686,6.03655,5.72795
,2,3160,r,2.03882,1.41421,1.41421
,2,3166,r,,0.0,0.0
0.0,2,3196,r,0.0,0.0,1.41421
1.41421,2,3256,r,1.41421,0.0,1.41421
5.84582,2,3249,f,5.2569,5.5710000000000015,5.17856
4.6419,2,3253,f,6.25274,5.03518,5.7944900000000015
5.41339,2,3256,f,7.003639999999999,5.1482,6.725230000000002
5.2162,2,3271,f,5.58076,6.07863,6.89946
5.14655,2,3286,f,5.32257,5.51842,5.76705
5.49735,2,3301,f,4.12385,5.00212,4.551830000000002
6.08445,2,3303,f,4.13544,5.27642,5.20699
4.32118,2,3308,f,4.30511,5.8540300000000025,4.31256
1.41421,2,3278,r,1.41421,0.0,2.02186
0.0,2,3292,r,1.41421,0.0,1.41421
0.0,2,3299,r,0.0,0.0,1.41421
0.0,2,3303,r,0.0,0.0,0.0
3.81074,2,3344,f,4.7607300000000015,4.79712,4.37682
3.44253,2,3348,f,5.26184,4.73601,4.65259
3.8791599999999997,2,3356,f,5.35744,4.65568,4.90336
4.54055,2,3360,f,5.14372,5.14424,6.65498
0.0,2,3305,r,0.0,0.0,0.0
0.0,2,3348,r,0.0,0.0,0.0
0.0,2,3358,r,0.0,0.0,0.0
0.0,2,3378,r,1.41421,0.0,0.0
4.19526,2,3373,f,5.4453,4.41504,5.1707
4.81541,2,3387,f,6.33847,5.81007,4.74578
4.52339,2,3433,f,5.0279,5.39761,4.5294300000000005
5.23536,2,3435,f,5.53377,5.33662,4.93736
1.41421,2,3431,r,1.41421,0.0,1.41421
1.41421,2,3435,r,2.02758,0.0,2.0291900000000003
1.41421,2,3438,r,2.38283,0.0,2.02484
1.41421,2,3464,r,1.92692,1.41421,2.0226
4.76837,2,3447,f,5.7897300000000005,5.23645,5.25222
5.28639,2,3458,f,5.51576,5.043819999999998,4.97841
4.6563300000000005,2,3473,f,4.89457,4.11984,4.21531
4.73462,2,3476,f,4.96706,4.98974,4.92895
0.0,2,3476,r,2.21533,1.41421,1.41421
1.41421,2,3478,r,2.37529,1.41421,1.41421
1.9265700000000001,2,3499,r,1.92529,2.0,2.0226
2.02312,2,3508,r,2.69566,2.02312,2.47748
5.43227,2,3491,f,5.00154,6.20832,4.36578
4.86346,2,3497,f,6.26112,6.2168,5.25769
4.07245,2,3515,f,5.6569699999999985,5.6338,5.2450199999999985
4.06126,2,3534,f,5.03049,5.0710000000000015,4.59934
3.98622,2,3547,f,4.01716,4.42622,4.3909400000000005
4.426769999999999,2,3553,f,3.8343,4.1121099999999995,4.86245
5.1778699999999995,2,3565,f,4.62102,4.39189,4.93352
4.51891,2,3568,f,5.36022,4.342569999999999,5.71516
1.98433,2,3513,r,2.79983,2.5103299999999997,2.44949
1.96202,2,3517,r,2.83665,2.02547,3.22435
2.65578,2,3534,r,2.23208,1.41421,2.74823
2.48735,2,3553,r,2.45321,2.37455,1.81847
4.77816,2,3576,f,5.32267,5.34253,5.44603
4.3813,2,3592,f,6.26045,4.62119,5.05655
4.09765,2,3606,f,6.45403,4.62104,5.031630000000002
6.41868,2,3613,f,7.23211,6.07451,5.97675
1.41421,2,3594,r,1.92914,2.02484,2.02395
2.03361,2,3600,r,2.03305,2.03418,1.41421
1.41421,2,3617,r,2.50959,2.2060299999999997,1.41421
0.0,2,3661,r,2.02234,2.87636,0.0
2.02395,2,3678,r,1.41421,2.45927,0.0
1.9283599999999999,2,3688,r,0.0,1.41421,0.0
1.92727,2,3704,r,0.0,2.0,0.0
1.41421,2,3721,r,0.0,2.0,0.0
8.08192,2,3627,f,6.62173,7.38744,5.98205
7.187539999999999,2,3639,f,6.38086,6.46756,7.35338
5.75191,2,3661,f,4.3124400000000005,5.41184,5.13916
4.64438,2,3678,f,4.23764,4.69916,5.58709
,2,3689,f,,,
,2,3695,f,,,
7.60694,2,3774,f,7.29312,6.9339,6.19895
