C0031test1234,chrom,pos,strand,C0033test1234,C0035test1234,C0037test1234
0.0,1,1555,f,1.41421,0.0,0.0
0.0,1,1571,f,0.0,0.0,0.0
1.41421,1,1574,f,0.0,0.0,0.0
1.41421,1,1613,f,0.0,0.0,0.0
0.0,1,1624,f,0.0,0.0,0.0
0.0,1,1625,f,0.0,0.0,0.0
0.0,1,1636,f,0.0,0.0,0.0
0.0,1,1654,f,0.0,0.0,0.0
,1,1659,f,0.0,,
,1,1661,f,0.0,,
0.0,1,1774,r,,0.0,0.0
0.0,1,1780,r,0.0,0.0,0.0
0.0,1,1784,r,0.0,0.0,0.0
0.0,1,1793,r,0.0,0.0,0.0
0.0,1,1798,r,0.0,0.0,0.0
0.0,1,1801,r,0.0,0.0,0.0
0.0,1,1802,r,0.0,0.0,0.0
0.0,1,1803,r,0.0,0.0,0.0
0.0,1,1810,r,0.0,0.0,0.0
0.0,1,1837,r,0.0,0.0,0.0
0.0,1,1838,r,0.0,0.0,0.0
0.0,1,1856,r,0.0,0.0,0.0
0.0,1,1861,r,0.0,0.0,0.0
0.0,1,1862,r,0.0,0.0,0.0
0.0,1,1874,r,0.0,0.0,0.0
0.0,1,1881,r,0.0,0.0,0.0
,1,1893,r,,0.0,
,1,2001,r,0.0,0.0,0.0
0.0,1,2008,r,0.0,0.0,1.41421
0.0,1,2010,r,0.0,0.0,1.41421
0.0,1,2034,r,0.0,0.0,1.41421
0.0,1,2053,r,0.0,0.0,0.0
0.0,1,2057,r,0.0,0.0,0.0
0.0,1,2105,r,0.0,0.0,0.0
0.0,1,2110,r,0.0,0.0,0.0
1.41421,1,2114,r,0.0,0.0,0.0
1.41421,1,2126,r,,0.0,0.0
1.41421,1,2127,r,,,0.0
,1,2252,r,,0.0,0.0
1.41421,1,2273,r,0.0,0.0,0.0
1.41421,1,2276,r,0.0,0.0,0.0
0.0,1,2282,r,0.0,0.0,0.0
0.0,1,2289,r,0.0,0.0,0.0
0.0,1,2293,r,,0.0,0.0
0.0,1,2316,r,0.0,0.0,1.41421
0.0,1,2379,r,1.41421,1.41421,1.41421
0.0,1,2384,r,1.41421,1.41421,2.05192
0.0,1,2392,r,1.41421,1.41421,2.0533
0.0,1,2395,r,1.41421,1.41421,1.41421
0.0,1,2397,r,0.0,0.0,1.41421
0.0,1,2398,r,0.0,0.0,0.0
0.0,1,2409,r,0.0,0.0,0.0
0.0,1,2452,r,0.0,0.0,0.0
0.0,1,2453,r,0.0,0.0,0.0
0.0,1,2457,r,0.0,0.0,0.0
1.41421,1,2462,r,0.0,1.41421,0.0
1.41421,1,2465,r,0.0,1.41421,0.0
1.41421,1,2466,r,0.0,1.41421,0.0
0.0,1,2470,r,0.0,1.41421,0.0
0.0,1,2485,r,0.0,0.0,0.0
0.0,1,2499,r,0.0,1.41421,0.0
0.0,1,2515,r,0.0,1.41421,0.0
0.0,1,2529,r,,,0.0
,1,2532,r,,,
0.0,1,2841,r,0.0,0.0,0.0
0.0,1,2850,r,0.0,0.0,0.0
0.0,1,2851,r,0.0,0.0,0.0
0.0,1,2871,r,0.0,0.0,0.0
0.0,1,2873,r,0.0,0.0,0.0
0.0,1,2881,r,0.0,0.0,0.0
0.0,1,2893,r,0.0,0.0,0.0
0.0,1,2900,r,0.0,0.0,0.0
0.0,1,2908,r,1.41421,0.0,0.0
0.0,1,2927,r,1.41421,0.0,0.0
0.0,1,2934,r,1.41421,0.0,0.0
0.0,1,2946,r,0.0,0.0,0.0
0.0,1,2947,r,0.0,0.0,0.0
0.0,1,2960,r,1.41421,0.0,0.0
0.0,1,2971,r,1.41421,0.0,1.41421
0.0,1,2987,r,1.41421,0.0,1.41421
0.0,1,2999,r,1.41421,0.0,1.41421
0.0,1,3002,r,0.0,0.0,0.0
0.0,1,3003,r,0.0,0.0,0.0
0.0,1,3023,r,0.0,0.0,0.0
0.0,1,3024,r,0.0,0.0,0.0
0.0,1,3096,f,0.0,0.0,0.0
0.0,1,3098,f,0.0,0.0,0.0
0.0,1,3100,f,0.0,0.0,0.0
0.0,1,3102,f,1.41421,0.0,0.0
0.0,1,3108,f,1.41421,0.0,0.0
0.0,1,3129,f,1.41421,0.0,0.0
0.0,1,3131,f,1.41421,,0.0
0.0,1,3133,f,0.0,,0.0
0.0,1,3591,r,,0.0,0.0
0.0,1,3639,r,0.0,0.0,0.0
0.0,1,3655,r,0.0,0.0,0.0
0.0,1,3676,r,0.0,0.0,0.0
0.0,1,3693,r,0.0,0.0,0.0
0.0,1,3695,r,0.0,0.0,0.0
0.0,1,3660,f,0.0,0.0,0.0
0.0,1,3666,f,0.0,0.0,0.0
0.0,1,3699,r,0.0,0.0,0.0
0.0,1,3701,r,0.0,,0.0
,1,3703,r,0.0,,0.0
,1,3716,r,0.0,,0.0
0.0,1,3762,r,0.0,0.0,0.0
0.0,1,3764,r,0.0,0.0,0.0
0.0,1,3765,r,0.0,0.0,0.0
0.0,1,3771,r,0.0,0.0,0.0
0.0,1,3774,r,,0.0,0.0
0.0,1,3775,r,,0.0,0.0
0.0,1,3776,r,,0.0,0.0
0.0,1,3780,r,0.0,0.0,0.0
0.0,1,3717,f,0.0,0.0,0.0
0.0,1,3719,f,0.0,0.0,0.0
0.0,1,3724,f,0.0,0.0,0.0
0.0,1,3732,f,0.0,0.0,0.0
0.0,1,3781,r,0.0,0.0,0.0
0.0,1,3782,r,0.0,0.0,0.0
0.0,1,3800,r,0.0,0.0,
0.0,1,3801,r,0.0,0.0,
0.0,1,3733,f,0.0,1.41421,0.0
0.0,1,3768,f,0.0,1.41421,0.0
0.0,1,3804,f,0.0,0.0,0.0
0.0,1,3813,f,0.0,0.0,0.0
0.0,1,3803,r,0.0,0.0,
0.0,1,3810,r,0.0,0.0,0.0
0.0,1,3811,r,0.0,0.0,0.0
0.0,1,3837,r,0.0,0.0,0.0
0.0,1,3815,f,0.0,0.0,0.0
0.0,1,3819,f,0.0,0.0,0.0
0.0,1,3827,f,0.0,0.0,0.0
0.0,1,3842,f,1.41421,0.0,0.0
0.0,1,3838,r,0.0,0.0,0.0
0.0,1,3847,r,0.0,0.0,0.0
0.0,1,3858,r,0.0,0.0,0.0
0.0,1,3861,r,0.0,0.0,0.0
0.0,1,3844,f,1.41421,0.0,0.0
0.0,1,3865,f,1.41421,0.0,0.0
0.0,1,3866,f,1.41421,0.0,0.0
0.0,1,3878,f,0.0,0.0,0.0
0.0,1,3864,r,0.0,0.0,0.0
0.0,1,3875,r,0.0,0.0,0.0
0.0,1,3876,r,0.0,0.0,0.0
0.0,1,3889,r,0.0,0.0,0.0
1.41421,1,3881,f,0.0,1.41421,0.0
1.41421,1,3890,f,0.0,1.41421,0.0
1.41421,1,3897,f,0.0,1.41421,0.0
0.0,1,3898,f,1.41421,1.41421,0.0
0.0,1,3901,r,0.0,0.0,0.0
0.0,1,3902,r,0.0,0.0,0.0
0.0,1,3908,r,0.0,0.0,
0.0,1,3917,r,0.0,,
0.0,1,3905,f,1.41421,0.0,0.0
0.0,1,3937,f,1.41421,0.0,0.0
0.0,1,3943,f,1.41421,0.0,0.0
0.0,1,3996,f,0.0,0.0,0.0
0.0,1,4001,f,0.0,0.0,0.0
0.0,1,4008,f,0.0,0.0,0.0
0.0,1,4022,f,0.0,0.0,0.0
0.0,1,4032,f,1.41421,0.0,0.0
0.0,1,3942,r,0.0,,
0.0,1,4035,f,1.41421,0.0,0.0
0.0,1,4038,f,1.41421,0.0,0.0
0.0,1,4040,f,1.41421,0.0,0.0
0.0,1,4053,f,0.0,0.0,1.41421
0.0,1,4056,f,0.0,0.0,1.41421
1.41421,1,4079,f,0.0,0.0,1.41421
1.41421,1,4102,f,0.0,0.0,0.0
0.0,1,4125,f,0.0,0.0,0.0
0.0,1,4131,f,0.0,0.0,0.0
0.0,1,4155,f,0.0,0.0,0.0
0.0,1,4174,f,0.0,0.0,0.0
0.0,1,4194,f,0.0,0.0,0.0
0.0,1,4195,f,0.0,0.0,0.0
0.0,1,4209,f,0.0,0.0,0.0
0.0,1,4210,f,0.0,0.0,0.0
0.0,1,4215,f,0.0,0.0,0.0
0.0,1,4220,f,0.0,0.0,0.0
0.0,1,4221,f,0.0,0.0,0.0
0.0,1,4239,f,0.0,0.0,0.0
0.0,1,4240,f,0.0,0.0,0.0
0.0,1,4248,f,0.0,,0.0
0.0,1,4249,f,0.0,,0.0
1.41421,1,4386,r,0.0,,0.0
1.41421,1,4399,r,0.0,0.0,0.0
0.0,1,4400,r,0.0,0.0,0.0
0.0,1,4417,r,0.0,0.0,0.0
0.0,1,4418,r,0.0,0.0,0.0
0.0,1,4423,r,0.0,0.0,0.0
0.0,1,4439,r,0.0,0.0,0.0
0.0,1,4455,f,0.0,0.0,0.0
0.0,1,4452,r,0.0,0.0,0.0
0.0,1,4460,r,0.0,0.0,0.0
0.0,1,4462,r,0.0,0.0,0.0
0.0,1,4486,r,0.0,0.0,0.0
0.0,1,4463,f,0.0,,0.0
0.0,1,4467,f,0.0,,0.0
0.0,1,4468,f,0.0,,0.0
0.0,1,4489,f,0.0,0.0,0.0
0.0,1,4487,r,0.0,0.0,0.0
0.0,1,4494,r,0.0,0.0,0.0
0.0,1,4509,r,0.0,0.0,0.0
0.0,1,4511,r,0.0,0.0,0.0
0.0,1,4517,r,0.0,0.0,0.0
0.0,1,4518,r,0.0,1.41421,0.0
0.0,1,4519,r,0.0,1.41421,0.0
0.0,1,4521,r,0.0,1.41421,1.41421
0.0,1,4496,f,0.0,0.0,0.0
0.0,1,4506,f,0.0,0.0,0.0
0.0,1,4514,f,0.0,0.0,0.0
0.0,1,4532,f,0.0,0.0,0.0
,1,4558,f,,0.0,1.41421
,1,4559,f,,0.0,
,1,4561,f,,0.0,
0.0,1,4524,r,0.0,0.0,1.41421
0.0,1,4527,r,0.0,0.0,1.41421
,1,4548,r,0.0,0.0,1.41421
,1,4554,r,,0.0,0.0
0.0,1,4615,f,,0.0,
,1,4607,r,0.0,0.0,0.0
,1,4609,r,0.0,0.0,0.0
0.0,1,4630,r,0.0,0.0,1.41421
0.0,1,4635,r,0.0,0.0,1.41421
0.0,1,4617,f,,0.0,
0.0,1,4618,f,,0.0,
0.0,1,4624,f,0.0,0.0,0.0
0.0,1,4626,f,0.0,0.0,0.0
0.0,1,4637,r,0.0,0.0,1.41421
0.0,1,4640,r,0.0,0.0,1.41421
0.0,1,4641,r,0.0,0.0,0.0
0.0,1,4654,r,0.0,0.0,0.0
0.0,1,4656,r,0.0,0.0,0.0
0.0,1,4660,r,0.0,0.0,0.0
0.0,1,4662,r,0.0,0.0,0.0
0.0,1,4674,r,0.0,0.0,0.0
0.0,1,4631,f,0.0,0.0,0.0
0.0,1,4647,f,0.0,,0.0
0.0,1,4657,f,0.0,0.0,0.0
0.0,1,4664,f,0.0,,1.41421
0.0,1,4682,f,0.0,,1.41421
0.0,1,4683,f,0.0,,1.41421
0.0,1,4677,r,0.0,0.0,0.0
0.0,1,4693,r,0.0,0.0,0.0
0.0,1,4705,r,0.0,1.41421,0.0
0.0,1,4733,r,0.0,1.41421,0.0
0.0,1,4755,r,0.0,1.41421,0.0
0.0,1,4759,r,0.0,0.0,0.0
0.0,1,4774,r,0.0,0.0,0.0
0.0,1,4775,r,0.0,0.0,0.0
0.0,1,4822,f,0.0,,0.0
0.0,1,4829,f,0.0,0.0,0.0
0.0,1,4833,f,0.0,0.0,0.0
0.0,1,4836,f,0.0,0.0,0.0
0.0,1,4837,f,0.0,0.0,0.0
0.0,1,4838,f,0.0,1.41421,0.0
0.0,1,4789,r,0.0,0.0,0.0
0.0,1,4806,r,0.0,0.0,0.0
0.0,1,4825,r,0.0,0.0,0.0
0.0,1,4826,r,0.0,0.0,0.0
0.0,1,4846,r,0.0,0.0,0.0
0.0,1,4848,r,0.0,0.0,0.0
0.0,1,4852,r,0.0,0.0,0.0
0.0,1,4858,r,0.0,0.0,0.0
0.0,1,4840,f,0.0,1.41421,0.0
0.0,1,4842,f,0.0,1.41421,0.0
0.0,1,4843,f,0.0,1.41421,0.0
0.0,1,4859,f,0.0,0.0,0.0
0.0,1,4864,f,0.0,0.0,0.0
0.0,1,4887,f,0.0,0.0,0.0
0.0,1,4896,f,0.0,0.0,0.0
0.0,1,4900,f,0.0,0.0,0.0
0.0,1,4877,r,0.0,0.0,0.0
0.0,1,4878,r,0.0,0.0,0.0
0.0,1,4883,r,0.0,0.0,0.0
0.0,1,4885,r,0.0,0.0,0.0
0.0,1,4906,f,0.0,0.0,0.0
0.0,1,4912,f,0.0,0.0,0.0
0.0,1,4913,f,0.0,0.0,0.0
0.0,1,4917,f,0.0,1.41421,0.0
0.0,1,4909,r,0.0,0.0,0.0
0.0,1,4920,r,0.0,0.0,0.0
,1,4921,r,0.0,0.0,0.0
,1,4930,r,0.0,0.0,0.0
0.0,1,4922,f,0.0,1.41421,0.0
0.0,1,4924,f,1.41421,1.41421,0.0
0.0,1,4925,f,1.41421,1.41421,0.0
2.0563,1,4957,f,1.41421,0.0,0.0
2.59134,1,5000,f,1.41421,0.0,0.0
2.05476,1,5003,f,0.0,0.0,0.0
2.05966,1,5008,f,0.0,0.0,0.0
1.41421,1,5014,f,0.0,0.0,0.0
0.0,1,5026,f,0.0,0.0,0.0
0.0,1,5032,f,0.0,0.0,0.0
0.0,1,5033,f,0.0,0.0,0.0
0.0,1,5034,f,0.0,0.0,0.0
0.0,1,5065,r,,0.0,0.0
0.0,1,5069,r,,0.0,0.0
0.0,1,5074,r,0.0,1.41421,0.0
0.0,1,5087,r,0.0,0.0,0.0
0.0,1,5041,f,0.0,0.0,0.0
0.0,1,5059,f,0.0,0.0,
0.0,1,5094,r,0.0,0.0,0.0
0.0,1,5095,r,0.0,0.0,0.0
0.0,1,5099,r,0.0,0.0,0.0
1.41421,1,5161,r,0.0,0.0,0.0
0.0,1,5162,r,0.0,0.0,0.0
0.0,1,5182,r,0.0,0.0,0.0
0.0,1,5192,r,0.0,0.0,0.0
1.41421,1,5204,r,0.0,0.0,0.0
1.41421,1,5206,r,0.0,0.0,0.0
1.41421,1,5209,r,0.0,0.0,0.0
1.41421,1,5210,r,0.0,0.0,0.0
0.0,1,5213,r,0.0,0.0,0.0
0.0,1,5221,r,0.0,0.0,0.0
0.0,1,5228,r,0.0,0.0,0.0
0.0,1,5242,r,0.0,0.0,0.0
0.0,1,5245,r,0.0,0.0,0.0
0.0,1,5259,r,0.0,0.0,0.0
0.0,1,5269,r,0.0,0.0,0.0
1.41421,1,5271,r,0.0,0.0,0.0
1.41421,1,5277,r,0.0,0.0,0.0
0.0,1,5272,f,0.0,0.0,0.0
0.0,1,5273,f,0.0,0.0,0.0
0.0,1,5278,f,0.0,0.0,0.0
0.0,1,5280,f,0.0,0.0,0.0
1.41421,1,5289,r,0.0,0.0,0.0
0.0,1,5290,r,0.0,0.0,0.0
0.0,1,5296,r,0.0,0.0,0.0
0.0,1,5298,r,0.0,0.0,0.0
0.0,1,5291,f,0.0,1.41421,0.0
0.0,1,5293,f,0.0,1.41421,0.0
,1,5299,f,,1.41421,0.0
0.0,1,5307,r,0.0,0.0,0.0
0.0,1,5315,r,0.0,0.0,0.0
0.0,1,5320,r,0.0,0.0,0.0
0.0,1,5325,r,0.0,0.0,0.0
0.0,1,5326,r,0.0,0.0,0.0
0.0,1,5344,r,0.0,0.0,0.0
0.0,1,5351,r,0.0,0.0,0.0
0.0,1,5357,r,0.0,0.0,0.0
0.0,1,5390,r,0.0,0.0,0.0
0.0,1,5396,r,0.0,0.0,0.0
0.0,1,5403,r,0.0,0.0,0.0
0.0,1,5417,r,0.0,0.0,0.0
0.0,1,5419,r,0.0,0.0,0.0
0.0,1,5424,r,0.0,0.0,0.0
0.0,1,5425,r,0.0,0.0,0.0
0.0,1,5426,r,1.41421,0.0,0.0
0.0,1,5438,r,1.41421,0.0,0.0
0.0,1,5440,r,1.41421,0.0,0.0
0.0,1,5445,r,0.0,0.0,0.0
1.41421,1,5457,r,0.0,1.41421,0.0
1.41421,1,5463,r,0.0,1.41421,0.0
1.41421,1,5467,r,0.0,1.41421,0.0
1.41421,1,5469,r,0.0,1.41421,0.0
0.0,1,5470,r,0.0,0.0,0.0
0.0,1,5476,r,1.41421,0.0,0.0
0.0,1,5477,r,0.0,0.0,0.0
0.0,1,5483,r,0.0,0.0,0.0
0.0,1,5494,r,0.0,0.0,0.0
0.0,1,5518,r,0.0,0.0,0.0
0.0,1,5521,r,0.0,0.0,0.0
0.0,1,5526,r,,0.0,0.0
0.0,1,5530,r,,0.0,0.0
0.0,1,5534,r,0.0,0.0,0.0
0.0,1,5539,r,0.0,0.0,0.0
0.0,1,5540,r,0.0,0.0,0.0
0.0,1,5542,r,,0.0,0.0
0.0,1,5509,f,,1.41421,0.0
0.0,1,5512,f,,0.0,0.0
0.0,1,5547,f,0.0,0.0,0.0
0.0,1,5557,f,0.0,1.41421,0.0
0.0,1,5561,f,0.0,2.0,0.0
0.0,1,5563,f,0.0,2.44949,0.0
0.0,1,5569,f,0.0,2.82843,0.0
0.0,1,5575,f,0.0,2.44949,0.0
0.0,1,5584,f,1.41421,2.5384700000000002,0.0
0.0,1,5593,f,1.41421,2.0701099999999997,0.0
1.41421,1,5596,f,0.0,1.41421,0.0
1.41421,1,5602,f,0.0,1.41421,0.0
1.41421,1,5614,f,0.0,0.0,0.0
1.41421,1,5618,f,0.0,0.0,0.0
0.0,1,5635,f,0.0,0.0,0.0
1.41421,1,5646,f,0.0,0.0,0.0
1.41421,1,5650,f,0.0,0.0,0.0
1.41421,1,5652,f,0.0,0.0,0.0
