C0031test1234,chrom,pos,strand,C0033test1234,C0035test1234,C0037test1234
2.6177799999999998,1,719,f,4.33052,2.36026,1.41421
2.79977,1,722,f,5.64697,2.49551,2.51285
2.0965700000000003,1,736,f,4.63389,2.19372,1.83058
3.05355,1,738,f,4.3655599999999986,3.06406,3.39466
4.35294,1,743,f,4.06559,4.8122,4.0367
3.90215,1,750,f,3.4395,5.11228,4.23745
3.48155,1,751,f,3.52456,6.86455,3.63924
3.4561800000000003,1,753,f,4.4289999999999985,5.62184,2.96245
4.34364,1,779,f,5.8379400000000015,5.26152,4.07649
3.01887,1,784,f,4.27336,5.33796,3.98704
5.03129,1,787,f,4.85845,4.6188,3.56291
4.65941,1,797,f,4.72131,3.74575,2.90728
4.14565,1,804,f,3.89189,3.30995,0.0
4.14565,1,810,f,3.46769,4.39107,0.0
4.51047,1,823,f,3.74304,6.017,0.0
4.64175,1,824,f,3.59875,9.16515,1.41421
3.6663099999999997,1,831,f,5.14077,4.0853,1.41421
,1,563,r,,,
,1,574,r,,,
4.75089,1,791,r,4.70679,6.34506,3.13407
5.54697,1,796,r,7.23504,7.11185,4.11534
,1,1350,,,,
1.41421,1,1358,f,0.0,0.0,0.0
1.41421,1,1393,f,0.0,0.0,0.0
1.41421,1,1394,f,0.0,0.0,0.0
1.41421,1,1402,f,0.0,0.0,0.0
0.0,1,1409,f,0.0,0.0,0.0
0.0,1,1471,f,0.0,0.0,0.0
0.0,1,1474,f,0.0,0.0,0.0
0.0,1,1476,f,0.0,0.0,0.0
0.0,1,1495,f,0.0,0.0,0.0
0.0,1,1500,f,0.0,0.0,0.0
0.0,1,1504,f,0.0,0.0,0.0
0.0,1,1514,f,0.0,0.0,0.0
0.0,1,1515,f,0.0,0.0,0.0
0.0,1,1516,f,0.0,0.0,0.0
0.0,1,1517,f,0.0,1.41421,1.41421
0.0,1,1525,f,0.0,1.41421,1.41421
0.0,1,1528,f,0.0,1.41421,1.41421
0.0,1,1538,f,0.0,1.41421,1.41421
0.0,1,1545,f,0.0,0.0,0.0
0.0,1,1551,f,1.41421,0.0,0.0
0.0,1,1555,f,1.41421,0.0,0.0
0.0,1,1571,f,0.0,0.0,0.0
1.41421,1,1574,f,0.0,0.0,0.0
1.41421,1,1613,f,0.0,0.0,0.0
0.0,1,1624,f,0.0,0.0,0.0
0.0,1,1625,f,0.0,0.0,0.0
0.0,1,1636,f,0.0,0.0,0.0
0.0,1,1654,f,0.0,0.0,0.0
0.0,1,1814,r,0.0,1.41421,0.0
,1,1836,r,0.0,1.41421,0.0
,1,1891,r,,,
,1,1897,r,,,
0.0,1,3096,f,0.0,0.0,0.0
0.0,1,3098,f,0.0,0.0,0.0
0.0,1,3100,f,0.0,0.0,0.0
0.0,1,3102,f,1.41421,0.0,0.0
0.0,1,3108,f,1.41421,0.0,0.0
0.0,1,3129,f,1.41421,0.0,0.0
,1,2846,r,,,
,1,2858,r,,,
,1,3184,r,,,
0.0,1,3607,r,0.0,0.0,0.0
0.0,1,3616,r,0.0,0.0,0.0
0.0,1,3653,r,0.0,0.0,0.0
0.0,1,3674,r,0.0,0.0,0.0
0.0,1,3660,f,0.0,0.0,0.0
0.0,1,3666,f,0.0,0.0,0.0
0.0,1,3717,f,0.0,0.0,0.0
0.0,1,3719,f,0.0,0.0,0.0
0.0,1,3724,f,0.0,0.0,0.0
0.0,1,3732,f,0.0,0.0,0.0
0.0,1,3733,f,0.0,1.41421,0.0
0.0,1,3768,f,0.0,1.41421,0.0
0.0,1,3804,f,0.0,0.0,0.0
0.0,1,3813,f,0.0,0.0,0.0
0.0,1,3815,f,0.0,0.0,0.0
0.0,1,3819,f,0.0,0.0,0.0
0.0,1,3827,f,0.0,0.0,0.0
0.0,1,3842,f,1.41421,0.0,0.0
0.0,1,3684,r,0.0,0.0,0.0
0.0,1,3691,r,0.0,,0.0
0.0,1,3711,r,0.0,,0.0
,1,3728,r,,,
0.0,1,3844,f,1.41421,0.0,0.0
0.0,1,3865,f,1.41421,0.0,0.0
0.0,1,3866,f,1.41421,0.0,0.0
0.0,1,3878,f,0.0,0.0,0.0
1.41421,1,3881,f,0.0,1.41421,0.0
1.41421,1,3890,f,0.0,1.41421,0.0
1.41421,1,3897,f,0.0,1.41421,0.0
0.0,1,3898,f,0.0,1.41421,0.0
0.0,1,3905,f,1.41421,0.0,0.0
0.0,1,3937,f,1.41421,0.0,0.0
0.0,1,3943,f,1.41421,0.0,0.0
0.0,1,3996,f,0.0,0.0,0.0
0.0,1,4001,f,0.0,0.0,0.0
0.0,1,4008,f,0.0,0.0,0.0
0.0,1,4022,f,0.0,0.0,0.0
0.0,1,4032,f,1.41421,0.0,0.0
,1,3744,r,,,
,1,3748,r,,,
0.0,1,3871,r,0.0,0.0,0.0
0.0,1,4035,f,1.41421,0.0,0.0
0.0,1,4038,f,1.41421,0.0,0.0
0.0,1,4040,f,1.41421,0.0,0.0
0.0,1,4053,f,0.0,0.0,1.41421
0.0,1,4056,f,0.0,0.0,1.41421
1.41421,1,4079,f,0.0,0.0,1.41421
1.41421,1,4102,f,0.0,0.0,0.0
0.0,1,4125,f,0.0,0.0,0.0
0.0,1,4131,f,0.0,0.0,0.0
0.0,1,4155,f,0.0,0.0,0.0
0.0,1,4174,f,0.0,0.0,0.0
0.0,1,4194,f,0.0,0.0,0.0
0.0,1,4195,f,0.0,0.0,0.0
0.0,1,4209,f,0.0,0.0,0.0
0.0,1,4210,f,0.0,0.0,0.0
0.0,1,4215,f,0.0,0.0,0.0
0.0,1,4220,f,0.0,0.0,0.0
0.0,1,4221,f,0.0,0.0,0.0
0.0,1,4239,f,0.0,0.0,0.0
0.0,1,4240,f,0.0,0.0,0.0
0.0,1,4455,f,0.0,0.0,0.0
0.0,1,4405,r,0.0,0.0,0.0
0.0,1,4408,r,0.0,0.0,0.0
0.0,1,4449,r,0.0,0.0,0.0
0.0,1,4489,f,0.0,0.0,0.0
0.0,1,4496,f,0.0,0.0,0.0
0.0,1,4506,f,0.0,0.0,0.0
0.0,1,4514,f,0.0,0.0,0.0
0.0,1,4532,f,0.0,0.0,0.0
0.0,1,4473,r,0.0,0.0,0.0
0.0,1,4484,r,1.41421,0.0,0.0
0.0,1,4501,r,1.41421,0.0,0.0
,1,4504,r,,0.0,
0.0,1,4624,f,0.0,0.0,0.0
0.0,1,4626,f,0.0,0.0,0.0
0.0,1,4631,f,0.0,0.0,0.0
0.0,1,4657,f,0.0,0.0,0.0
0.0,1,4644,r,0.0,0.0,0.0
0.0,1,4669,r,0.0,0.0,0.0
0.0,1,4690,r,0.0,0.0,0.0
0.0,1,4704,r,0.0,0.0,0.0
0.0,1,4732,r,0.0,0.0,0.0
0.0,1,4753,r,0.0,0.0,0.0
0.0,1,4765,r,0.0,0.0,0.0
0.0,1,4779,r,0.0,0.0,0.0
0.0,1,4829,f,0.0,0.0,0.0
0.0,1,4833,f,0.0,0.0,0.0
0.0,1,4836,f,0.0,0.0,0.0
0.0,1,4837,f,0.0,0.0,0.0
0.0,1,4838,f,0.0,1.41421,0.0
0.0,1,4782,r,0.0,0.0,0.0
0.0,1,4809,r,1.41421,0.0,0.0
0.0,1,4812,r,1.41421,0.0,0.0
0.0,1,4868,r,1.41421,1.41421,0.0
0.0,1,4840,f,0.0,1.41421,0.0
0.0,1,4842,f,0.0,1.41421,0.0
0.0,1,4843,f,0.0,1.41421,0.0
0.0,1,4859,f,0.0,0.0,0.0
0.0,1,4864,f,0.0,0.0,0.0
0.0,1,4887,f,0.0,0.0,0.0
0.0,1,4896,f,0.0,0.0,0.0
0.0,1,4900,f,0.0,0.0,0.0
0.0,1,4906,f,0.0,0.0,0.0
0.0,1,4912,f,0.0,0.0,0.0
0.0,1,4913,f,0.0,0.0,0.0
0.0,1,4917,f,0.0,1.41421,0.0
0.0,1,4922,f,0.0,1.41421,0.0
0.0,1,4924,f,1.41421,1.41421,0.0
0.0,1,4925,f,1.41421,1.41421,0.0
2.0563,1,4957,f,1.41421,0.0,0.0
0.0,1,4871,r,1.41421,1.41421,0.0
0.0,1,4875,r,0.0,1.41421,0.0
,1,4881,r,0.0,1.41421,0.0
,1,4899,r,,,
2.59134,1,5000,f,1.41421,0.0,0.0
2.05476,1,5003,f,0.0,0.0,0.0
2.05966,1,5008,f,0.0,0.0,0.0
1.41421,1,5014,f,0.0,0.0,0.0
0.0,1,5026,f,0.0,0.0,0.0
0.0,1,5032,f,0.0,0.0,0.0
0.0,1,5033,f,0.0,0.0,0.0
0.0,1,5034,f,0.0,0.0,0.0
0.0,1,5041,f,0.0,0.0,0.0
0.0,1,5072,r,,0.0,
0.0,1,5080,r,,0.0,0.0
0.0,1,5272,f,0.0,0.0,0.0
0.0,1,5273,f,0.0,0.0,0.0
0.0,1,5278,f,0.0,0.0,0.0
0.0,1,5280,f,0.0,0.0,0.0
,1,5086,r,,0.0,
0.0,1,5154,r,0.0,0.0,0.0
0.0,1,5172,r,0.0,0.0,0.0
0.0,1,5200,r,0.0,0.0,0.0
0.0,1,5291,f,0.0,1.41421,0.0
0.0,1,5293,f,0.0,1.41421,0.0
0.0,1,5218,r,0.0,0.0,0.0
0.0,1,5227,r,0.0,0.0,0.0
0.0,1,5310,r,0.0,0.0,0.0
0.0,1,5313,r,0.0,0.0,0.0
0.0,1,5342,r,0.0,0.0,0.0
0.0,1,5369,r,0.0,1.41421,0.0
0.0,1,5430,r,0.0,1.41421,0.0
0.0,1,5437,r,0.0,1.41421,0.0
0.0,1,5547,f,0.0,0.0,0.0
0.0,1,5557,f,0.0,1.41421,0.0
0.0,1,5561,f,0.0,2.0,0.0
0.0,1,5563,f,0.0,2.44949,0.0
0.0,1,5569,f,0.0,2.82843,0.0
0.0,1,5575,f,0.0,2.44949,0.0
0.0,1,5584,f,1.41421,2.5384700000000002,0.0
0.0,1,5593,f,1.41421,2.0701099999999997,0.0
1.41421,1,5596,f,0.0,1.41421,0.0
1.41421,1,5602,f,0.0,1.41421,0.0
1.41421,1,5614,f,0.0,0.0,0.0
1.41421,1,5618,f,0.0,0.0,0.0
0.0,1,5635,f,0.0,0.0,0.0
1.41421,1,5646,f,0.0,0.0,0.0
1.41421,1,5650,f,0.0,0.0,0.0
0.0,1,5452,r,0.0,0.0,0.0
0.0,1,5480,r,0.0,0.0,1.41421
1.41421,1,5652,f,0.0,0.0,0.0
1.41421,1,5666,f,0.0,0.0,0.0
0.0,1,5698,f,0.0,0.0,0.0
0.0,1,5703,f,0.0,0.0,0.0
0.0,1,5712,f,0.0,0.0,0.0
,1,5716,,,,
0.0,1,5801,f,0.0,0.0,0.0
0.0,1,5845,f,1.41421,0.0,0.0
0.0,1,5889,f,1.41421,0.0,0.0
0.0,1,5911,f,0.0,0.0,0.0
0.0,1,5918,f,0.0,0.0,0.0
0.0,1,5919,f,0.0,0.0,0.0
0.0,1,5920,f,0.0,0.0,0.0
0.0,1,5943,f,0.0,0.0,0.0
0.0,1,5945,f,0.0,0.0,0.0
0.0,1,5953,f,0.0,0.0,0.0
0.0,1,5960,f,0.0,0.0,0.0
0.0,1,5963,f,1.41421,0.0,0.0
0.0,1,5964,f,1.41421,0.0,0.0
0.0,1,5972,f,1.41421,0.0,0.0
0.0,1,5978,f,1.41421,0.0,0.0
1.41421,1,6000,f,0.0,0.0,0.0
1.41421,1,6006,f,0.0,0.0,0.0
0.0,1,6016,f,0.0,0.0,0.0
0.0,1,6021,f,0.0,0.0,0.0
0.0,1,6041,f,0.0,0.0,0.0
0.0,1,6072,f,0.0,0.0,0.0
0.0,1,6094,f,0.0,0.0,0.0
0.0,1,6138,f,0.0,0.0,0.0
1.41421,1,6140,f,0.0,0.0,0.0
1.41421,1,6141,f,0.0,0.0,0.0
1.41421,1,6144,f,0.0,0.0,0.0
1.41421,1,6149,f,0.0,0.0,0.0
0.0,1,6152,f,0.0,0.0,0.0
0.0,1,6182,f,0.0,0.0,1.41421
0.0,1,6192,f,0.0,0.0,1.41421
0.0,1,6202,f,0.0,0.0,1.41421
0.0,1,6206,f,0.0,0.0,1.41421
0.0,1,6208,f,0.0,0.0,0.0
0.0,1,6214,f,0.0,0.0,0.0
0.0,1,6492,f,0.0,0.0,0.0
0.0,1,6493,f,0.0,0.0,0.0
0.0,1,6495,f,0.0,0.0,0.0
0.0,1,6498,f,0.0,0.0,0.0
0.0,1,6504,f,0.0,0.0,0.0
0.0,1,6507,f,0.0,0.0,0.0
0.0,1,6514,f,0.0,0.0,0.0
0.0,1,6516,f,0.0,0.0,0.0
0.0,1,6517,f,0.0,0.0,0.0
0.0,1,6522,f,0.0,0.0,0.0
0.0,1,6526,f,0.0,0.0,0.0
0.0,1,6527,f,0.0,0.0,0.0
0.0,1,6533,f,0.0,0.0,0.0
0.0,1,6537,f,0.0,0.0,0.0
0.0,1,6404,r,0.0,1.41421,0.0
,1,6422,r,,,
0.0,1,6658,f,0.0,0.0,0.0
0.0,1,6659,f,0.0,0.0,0.0
0.0,1,6663,f,0.0,0.0,0.0
0.0,1,6667,f,0.0,0.0,0.0
0.0,1,6668,f,0.0,0.0,0.0
0.0,1,6700,f,0.0,0.0,0.0
0.0,1,6716,f,0.0,0.0,0.0
0.0,1,6747,f,0.0,0.0,0.0
1.41421,1,6751,f,0.0,0.0,0.0
1.41421,1,6765,f,0.0,0.0,0.0
1.41421,1,6766,f,0.0,0.0,0.0
1.41421,1,6769,f,0.0,0.0,1.41421
0.0,1,6776,f,0.0,0.0,1.41421
1.41421,1,6797,f,0.0,0.0,1.41421
1.41421,1,6803,f,0.0,0.0,1.41421
0.0,1,6829,f,0.0,1.41421,0.0
,1,6474,r,,,
,1,6503,r,,,
,1,6662,r,,,
0.0,1,6900,r,0.0,0.0,0.0
0.0,1,6907,r,1.41421,0.0,
0.0,1,6926,r,1.41421,0.0,0.0
0.0,1,6952,r,1.41421,0.0,0.0
0.0,1,6982,r,0.0,0.0,0.0
1.41421,1,7041,f,0.0,0.0,0.0
0.0,1,6994,r,0.0,0.0,0.0
0.0,1,7035,r,0.0,0.0,0.0
,1,7046,r,0.0,0.0,0.0
,1,7062,r,,,
,1,7071,r,,,
,1,7153,r,,,
,1,7212,r,,,
,1,7234,r,,,
0.0,1,7397,r,0.0,0.0,
,1,7452,r,0.0,0.0,
0.0,1,7491,r,0.0,,
0.0,1,7498,r,0.0,,
0.0,1,7536,f,0.0,0.0,0.0
0.0,1,7560,f,0.0,0.0,0.0
0.0,1,7562,f,0.0,0.0,0.0
0.0,1,7570,f,0.0,0.0,0.0
0.0,1,7573,f,0.0,0.0,0.0
0.0,1,7580,f,0.0,0.0,0.0
0.0,1,7584,f,0.0,0.0,0.0
0.0,1,7585,f,0.0,0.0,0.0
0.0,1,7586,f,0.0,0.0,0.0
,1,7505,r,,,
0.0,1,7555,r,1.41421,0.0,0.0
0.0,1,7565,r,1.41421,0.0,1.41421
0.0,1,7620,r,0.0,1.41421,1.41421
,1,7629,r,0.0,1.41421,2.0
0.0,1,7645,r,0.0,1.41421,1.41421
,1,7651,r,1.41421,1.41421,0.0
0.0,1,7780,r,1.41421,0.0,0.0
0.0,1,7789,r,1.41421,1.41421,0.0
,1,7820,r,,,
,1,7849,r,,,
,1,7896,r,,,
0.0,1,8137,f,0.0,0.0,0.0
0.0,1,8138,f,0.0,0.0,0.0
0.0,1,8140,f,0.0,0.0,0.0
0.0,1,8154,f,0.0,0.0,0.0
0.0,1,8159,f,1.41421,0.0,0.0
0.0,1,8172,f,1.41421,0.0,0.0
0.0,1,8189,f,1.41421,0.0,0.0
0.0,1,8193,f,1.41421,0.0,0.0
0.0,1,8198,f,0.0,0.0,0.0
0.0,1,8206,f,0.0,0.0,1.41421
0.0,1,8212,f,0.0,0.0,1.41421
0.0,1,8234,f,1.41421,0.0,1.41421
0.0,1,8264,f,1.41421,0.0,1.41421
0.0,1,8281,f,1.41421,0.0,0.0
0.0,1,8288,f,0.0,0.0,0.0
0.0,1,8289,f,0.0,0.0,0.0
0.0,1,8328,f,0.0,0.0,0.0
0.0,1,8329,f,0.0,0.0,0.0
,1,7945,r,0.0,,1.41421
,1,8413,r,,,
,1,8444,r,,,
0.0,1,8596,r,0.0,0.0,0.0
0.0,1,8648,r,0.0,0.0,0.0
0.0,1,8716,r,0.0,0.0,0.0
0.0,1,8732,r,0.0,0.0,0.0
,2,9492,r,,,
,2,9693,r,,,
4.61147,2,1014,r,4.13186,3.9835300000000013,3.34122
0.0,2,1011,f,0.0,0.0,0.0
,2,1032,,,,
3.98777,2,1019,r,3.63066,4.1646,3.82678
3.09417,2,1022,r,3.7462800000000014,3.31694,4.0733
4.21287,2,1035,r,5.3903300000000005,3.1681,4.42635
4.72881,2,1065,r,4.21887,3.45044,2.0
4.8080099999999995,2,1086,r,4.5418400000000005,2.5906599999999997,3.87787
4.05201,2,1107,r,4.05456,2.76395,4.16931
1.75278,2,1138,r,3.63103,3.7998300000000014,3.52599
1.41421,2,1158,r,3.80669,3.20467,2.95848
,2,1059,,,,
0.0,2,1104,f,0.0,1.41421,1.41421
1.41421,2,1135,f,1.41421,1.41421,2.0213400000000004
1.41421,2,1176,f,1.41421,1.41421,1.41421
1.41421,2,1179,r,3.56781,2.8742900000000002,3.69882
2.02395,2,1184,r,3.10589,2.87985,2.66658
2.39115,2,1187,r,2.45141,1.41421,3.8874
3.13864,2,1200,r,1.83951,1.41421,4.75075
1.41421,2,1190,f,1.41421,1.41421,1.41421
1.95603,2,1191,f,1.41421,1.41421,2.04704
1.41421,2,1192,f,0.0,0.0,1.93478
1.41421,2,1197,f,0.0,1.41421,1.93127
3.1997299999999997,2,1230,r,3.51129,2.10831,3.13843
3.8675800000000002,2,1251,r,4.082,2.93918,2.39808
4.2872900000000005,2,1271,r,4.2983400000000005,2.87838,2.80608
3.48337,2,1292,r,5.35011,3.74612,3.91917
1.41421,2,1224,f,0.0,1.41421,1.41421
0.0,2,1248,f,0.0,2.03477,1.41421
1.41421,2,1289,f,0.0,1.41421,0.0
2.0258,2,1320,f,0.0,2.02367,1.41421
3.6003,2,1323,r,4.20367,2.98085,3.87451
3.50021,2,1343,r,4.44825,3.62241,2.88703
3.54184,2,1364,r,3.3444300000000005,4.632,2.73497
3.26404,2,1369,r,3.46796,3.30934,2.62443
1.41421,2,1361,f,0.0,2.0213900000000002,1.41421
1.41421,2,1375,f,1.41421,1.41421,1.41421
0.0,2,1376,f,1.41421,1.41421,1.41421
0.0,2,1377,f,0.0,0.0,0.0
1.41421,2,1382,f,0.0,0.0,0.0
2.0,2,1409,f,0.0,1.41421,0.0
2.47847,2,1433,f,0.0,1.41421,0.0
2.89092,2,1453,f,1.41421,1.41421,1.41421
4.06407,2,1372,r,2.79448,3.26608,2.8799
5.37098,2,1385,r,2.99318,3.21635,3.3792
5.44682,2,1415,r,2.88547,2.7819,4.58793
4.4843,2,1436,r,4.70731,4.00133,6.40618
2.0261400000000003,2,1465,f,1.41421,2.02758,1.41421
0.0,2,1468,f,0.0,1.41421,0.0
1.41421,2,1495,f,1.41421,1.41421,1.41421
1.82095,2,1539,f,2.0,2.01613,1.41421
2.13337,2,1550,f,3.68487,3.56909,1.41421
2.66171,2,1564,f,2.93238,3.48884,1.7449400000000002
3.53156,2,1583,f,3.62127,2.7307,2.92197
3.98935,2,1585,f,3.16635,2.9762,3.43312
2.55592,2,1594,f,1.65967,1.66255,2.51601
3.94715,2,1597,f,3.4619699999999995,3.29317,2.9969200000000003
2.39465,2,1617,f,2.29985,1.99732,1.93579
1.41421,2,1625,f,1.87484,1.6221700000000001,1.6765
1.41421,2,1628,f,2.36863,2.30369,1.41421
0.0,2,1636,f,2.69698,3.34398,0.0
0.0,2,1637,f,2.69877,3.3485400000000003,0.0
0.0,2,1638,f,3.37218,3.64005,0.0
1.41421,2,1645,f,1.80025,1.69207,1.41421
3.32179,2,1646,f,3.4015,3.49382,3.25998
3.27517,2,1647,f,3.54636,4.2621,3.26848
3.3748099999999996,2,1648,f,3.1459900000000003,4.476380000000002,3.22091
4.22695,2,1456,r,4.60149,4.90001,5.24622
4.8941300000000005,2,1477,r,5.07575,4.2255,4.9788
,2,1498,r,,,
,2,1503,r,,,
3.09841,2,1651,f,4.00842,3.89037,2.8238
1.8323,2,1656,f,1.7844400000000002,2.8416799999999998,1.5568
2.42408,2,1657,f,2.1116200000000003,2.42352,1.99021
3.19658,2,1683,f,2.40232,2.4170700000000003,2.39852
2.64443,2,1690,f,2.26954,2.86639,2.79542
2.05302,2,1691,f,1.97993,2.03603,2.0
1.97258,2,1695,f,1.41421,1.41421,2.0
1.41421,2,1725,f,0.0,1.41421,1.74527
2.8619,2,1746,f,1.41421,1.41421,1.92692
2.80127,2,1747,f,1.92468,2.0223400000000002,2.02162
2.76955,2,1756,f,1.92727,2.02367,2.02339
3.2912199999999996,2,1760,f,2.83747,1.41421,1.85085
2.74,2,1774,f,3.36885,2.3448599999999997,3.18172
2.8161099999999997,2,1780,f,3.03385,1.9256,2.84065
3.57133,2,1781,f,2.69923,1.85981,3.12745
3.1147299999999998,2,1790,f,1.75784,2.50047,2.39049
,2,1507,r,,,
6.5758100000000015,2,1642,r,5.34618,6.1226199999999995,8.46133
,2,1680,r,,,
,2,1707,r,,,
3.23853,2,1802,f,2.87792,3.5095400000000003,2.1714900000000004
2.30436,2,1811,f,3.50471,3.8045,1.93067
1.98855,2,1813,f,2.91286,3.04103,1.68165
3.0202400000000003,2,1814,f,3.12598,3.28517,2.36073
4.67406,2,1820,f,4.27826,4.081259999999999,4.1440800000000015
5.9157699999999975,2,1825,f,5.6043,4.88842,5.9728
4.200069999999998,2,1840,f,4.83956,4.548769999999998,4.78298
3.9469300000000014,2,1841,f,4.39622,3.4743199999999996,4.03834
2.31181,2,1856,f,2.7052,2.6684,2.37334
1.61311,2,1864,f,1.41421,1.41421,1.41421
1.41421,2,1911,f,0.0,0.0,0.0
2.4586099999999997,2,1912,f,1.41421,1.41421,0.0
3.0768,2,1728,r,,,3.14692
5.56468,2,1807,r,7.30435,5.976459999999999,6.025530000000002
3.9886800000000004,2,1818,r,3.15032,5.7042699999999975,6.54818
4.15123,2,1833,r,2.46017,4.4137,4.11069
5.7461400000000005,2,1895,r,3.06813,4.46889,4.0142
4.1974800000000005,2,1900,r,4.52971,3.48616,3.44232
4.42555,2,1923,r,4.55722,3.5610199999999996,2.77555
5.09944,2,1928,r,6.93565,4.66363,3.39782
2.4586099999999997,2,1913,f,1.41421,1.41421,0.0
1.41421,2,1914,f,1.6998400000000002,1.41421,0.0
1.41421,2,1915,f,1.41421,1.41421,0.0
1.41421,2,1930,f,1.41421,0.0,0.0
6.3937,2,1958,r,6.5922600000000005,7.84766,4.6326800000000015
8.35892,2,1989,r,6.45397,9.7384,6.96719
8.13292,2,1996,r,6.14105,9.98968,7.294810000000001
6.40792,2,2008,r,5.06209,7.9520300000000015,7.69574
2.02312,2,1966,f,1.92624,2.4590400000000003,1.41421
2.0264900000000003,2,2013,f,1.93173,3.4951,1.41421
2.0207200000000003,2,2025,f,1.41421,3.3343,1.41421
2.0242400000000003,2,2049,f,0.0,2.36858,2.02454
5.4848300000000005,2,2021,r,5.0271,4.85657,6.1628
4.70001,2,2033,r,3.57881,3.4108300000000003,4.49991
5.09508,2,2040,r,4.23082,4.44803,5.14918
4.93424,2,2069,r,3.84519,4.50924,5.01018
2.09496,2,2050,f,1.41421,2.05996,1.85159
1.6589599999999998,2,2065,f,1.41421,2.0133400000000004,1.85085
1.41421,2,2075,f,1.41421,1.8324,2.15119
1.41421,2,2081,f,1.41421,1.7478099999999999,1.41421
3.07675,2,2072,r,3.3774900000000003,4.58742,5.47688
4.25062,2,2079,r,5.80484,6.21713,6.97527
